context_id,text
pubmed_central 998,"Mycobacterial mmpL proteins have been well documented to be involved in the biosynthesis and export of cell wall lipid constituents, and play a role in mycobacterium pathogenesis^[@CR38]^. In addition, recent studies on VDAC have generated strong evidence on its association/interaction with host lipids^[@CR39],\ [@CR40]^. The ability of VDAC to influence the cholesterol distribution of mitochondrial membrane has been also recently demonstrated^[@CR41]^, and cholesterol and ergosterol have been found to form complex with purified VDAC protein^[@CR42]^. It also has been established that the oligomerization of VDAC can be significantly influenced by lipids^[@CR40]^. In attempts to investigate the possible relation between VDAC, mmpL4 proteins and *M. avium* surface-associated lipid export into macrophages, we pretreated THP-1 cells with DIDS for 4 hours and then infected cells with Texas red hydrazide-labeled *M. avium*. The DIDS was kept up to 24 h in the culture medium and lipid release from bacterial surface was analyzed by fluorescent microscopy. THP-1 cells without DIDS treatment served as a control. As previously identified by Beatty *et al*.^[@CR15]^, the extensive release of the Texas red label from mycobacterial surface was observed at 24 h post-infection of THP-1 (Fig. [5A](#Fig5){ref-type=""fig""}). In contrast, macrophages treated with DIDS had the red fluorescent label markedly contained within *M. avium* phagosomes, suggesting the involvement of VDAC in bacterial cell wall component translocation. Evaluation of two hundred *M. avium*-infected THP-1 cells without DIDS treatment confirmed the observation that majority (87%) of the host macrophages permeated the red fluorescence that was released from the Texas Red-labeled bacteria. Conversely, only 19% of the DIDS treated macrophages had a positive staining (Fig. [5B](#Fig5){ref-type=""fig""}). Results were further confirmed using the flow cytometry (Fig. [5C](#Fig5){ref-type=""fig""}). To insure that the fluorescent labeling of host cells was not the result of *M. avium* presence in the cytosol, the percentage of Rab5 positive phagosomes were calculated in THP-1 cells with and without DIDS treatment and the co-localization rate of Rab5 in both groups were observed to be similar (Fig. [5D](#Fig5){"
pubmed_central 1011,"![Signature and mutational profiles of samples enriched for high and low molecular weight fragments. (A) and (C) Mutational profiles of enriched HMW and LMW urine samples and matched plasma ctDNA for cases CRC-UD24 (left) and CRC-UD21 (right). (B) and (D) Signature enrichment of HMW-enriched and LMW-enriched urine samples and matched plasma ctDNA is shown. Dendrogram is shown on the top, with a percentage indicating the similarity of each of the 30 signatures to the samples shown in the centre, while the G parameter (below the arrows) indicates the sum of the squares of differences between each signature observed in plasma ctDNA and the matched signatures in enriched HMW and LMW urine trtDNA samples. CRC, colorectal cancer; ctDNA, circulating free tumour DNA; HMW, high molecular weight; LMW, low molecular weight; trtDNA, trans-renal tumour DNA.](esmoopen-2019-000572f04){#F4}

Finally, we calculated the G parameter, defined as the sum of the squares of the differences of each signature between plasma and HMW-enriched (G=0.06475 and G=0.069799, respectively) as well as between plasma and LMW-enriched (G=0.04969 and G=0.052517, respectively). In both CRC-UD24 and CRC-UD21 the genetic similarity between the LMW-enriched urine and the matched plasma was higher than that identified in HMW-enriched DNA fragments ([figure 4](#F4){ref-type=""fig""}B,D).

Tumour-specific alterations occur more frequently in shorter reads {#s3-4}
------------------------------------------------------------------

In the cases CRC-UD24 and CRC-UD21, in which we were able to analyse the low and high-enriched molecular weight fragments, separately, we sought to differentiate the molecular variations identified in the HMW-enriched and LMW-enriched DNA fragments in urine sample ([figure 5](#F5){ref-type=""fig""}A,D) as well as in the matched tumour tissue and plasma. A concordance of 40/89 mutations (45%) and 25/89 mutations (28%) was obtained in LMW-enriched and HMW-enriched DNA fragments, respectively ([figure 5](#F5){ref-type=""fig""}B"
pubmed_central 1024,"![**Analysis of dihydronaringin chalcone and naringin chalcone by UPLC-Q-IMS-TOFMS. A)** Selected ion UPLC-MS chromatogram of dihydronaringin chalcone ion (\[M-H\]^-^*m/z* = 581.2138; calculated = 581.1870, -46.11 ppm error) with MS/MS spectrum inset. **B)** Ion mobility spectrum of dihydronaringin chalcone ion (\[M-H\]^-^). **C)** Selected ion UPLC-MS chromatogram of naringin chalcone ion (\[M-H\]^-^*m/z* = 579.1907; calculated = 579.1714, -33.32 ppm error) with MS/MS spectrum inset. **D)** Ion mobility spectrum of naringin chalcone ion (\[M-H\]^-^). **E)** 2-D plot of drift time vs. *m/z* for combined mixture of dihydronaringin chalcone and naringin chalcone. Arrows indicate position of the two compounds. Image resolution was set to 1000 bins in the MS dimension to allow for ease of viewing of the ions.](1752-153X-8-38-6){#F6}

Experimental
------------

### *Chemicals*

Standards of several phenylpropanoid acids (*t*-cinnamate, dihydrocinnamate, *p*-coumarate, *p*-dihydrocoumarate, caffeate, dihydrocaffeate, ferulate, dihydroferulate), chalcones and dihydrochalcones, as well as acetonitrile, ammonium acetate, formic acid, and HPLC grade water, were purchased from Sigma-Aldrich (St. Louis, MO, USA). The other chalcones used in this investigation were synthesized and purified based on a previously published protocol \[[@B17]\]. All chemicals were dissolved in acetonitrile-water with 0.1% (v/v) formic acid, at a final concentration of 100 μM.

### *Chromatographic separation*

Chromatography was carried out in an Acquity UPLC system using an Acquity UPLC BEH C18 column of 1.7 μm particle size (2.1 mm × 100 "
pubmed_central 1037,"^1^ The number of Basta-resistant transformants per total cell number. Values are the averaged from three independent experiments.

^2^ The percentage of Basta-resistant transformants that were also FPA-resistant. 20 transformants were tested for each strain.

MMS-induced damage and BER intermediates can lead to collapsed replication forks that can be restarted in a RAD51-depdendent manner \[[@pgen.1005790.ref049], [@pgen.1005790.ref060]--[@pgen.1005790.ref065], [@pgen.1005790.ref070]--[@pgen.1005790.ref073]\]. To test if MUS-30 prevents replication fork collapse or facilitates MEI-3-dependent replication fork restart, we tested for genetic interactions between Δ*mus-30* and Δ*mei-3*. We reasoned that a positive genetic interaction would suggest that MUS-30 facilitates MEI-3 dependent replication fork restart, whereas a negative genetic interaction could suggest MUS-30 is required to prevent collapsed forks at MMS-damaged bases and BER intermediates. We observed a striking synthetic growth defect for Δ*mus-30*; Δ*mei-3* double mutants, which was evident even in the absence of exogenous DNA damaging agents. We performed race tube analysis with multiple isolates of each genotype to quantify the linear growth rate. The growth rates of wildtype, *Δmus-30*, and *Δmei-3* were similar, whereas all isolates of *Δmus-30*; *Δmei-3* double mutants displayed markedly slower growth ([Fig 4D and 4E](#pgen.1005790.g004){ref-type=""fig""}). We next tested the level of MMS-sensitivity for each genotype **(**[Fig 4F](#pgen.1005790.g004){ref-type=""fig""}). *Δmus-30* and *Δmei-3* single mutants were unable to grow in the presence of 0.015% and 0.010% MMS, respectively, while *Δmus-30; Δmei-3* conidia failed to grow on the lowest MMS concentration tested (0.0001%). Thus, MEI-3 is critical for repairing DNA damage that accumulates in the *Δmus-30* mutant strain. Together, these data demonstrate that MUS-30 is not generally required for DSB repair and suggest that MUS-30 is important for"
pubmed_central 1050,"For the interactive tool, we used regression analysis and computer simulation to quantify the impact of all included factors on the operating room utilization rate. To demonstrate the use of the interactive tool, we give an illustrative example with a limited number of patient groups, namely, orbital, surgical retina, medical retina, and secondary level of care patients. These are the same subspecialties we used to illustrate the data collection in Table [3](#Tab3){ref-type=""table""}. The actual tool incorporates all subspecialties of the AMC ophthalmology department.

Before discussing the scenarios, we will first describe the current performance and the preferred performance (see Table [7](#Tab7){ref-type=""table""}). For example, in the current situation, at least 80% of the elective medical retina patients experienced a waiting time of less than 9 weeks, while the preferred threshold value for this patient group is 5 weeks, based upon the so-called Treek norm which was set by the Dutch government. Furthermore, the maximum number of cancellations due to overrun of previous surgeries was 7.5 per month on average during the past year, while the preferred performance is a maximum of 4 cancellations per month. Table 7Current and preferred performance for the operating roomPerformanceThreshold values of waiting time targetsMax no of cancellations due to overrun prev surgeriesOrbitalSurgical retinaMedical retinaSecondaryCurrent26 weeks5 weeks9 weeks9 weeks7.5Preferred5 weeks5 weeks5 weeks9 weeks4

For the first scenario, we determined the maximum allowed utilization rate for the current situation with the current performance and calculated the total demand for the OPD, the nursing ward, and the operating room (see Table [8](#Tab8){ref-type=""table""}). Table 8Various scenarios of the interactive toolScenarioNumber of patients per patient group per yearTotal demand OPD (in hours)Total demand nursing ward (in days)Max utilization rate operating roomTotal demand operating room (in hours)OrbitalSurgical retinaMedical retinaSecondary1. Current situation4614113463,1682,5061,32277.6%73,3312. Preferred performance4614113463,1682,5061,32272.2%78,7743. Overall reduction4223763172,8992,2931,21071.0%73,3014. Less secondary4614113469001,3581,209"
pubmed_central 1063,"![Gastrografin enema confirmed the fistula was closed.](WJGE-9-95-g004){#F4}

In conclusion, although the OTSC system had mostly been used for treating upper gastrointestinal perfusion and fistulas and fistulas on the top of the pouch are rare and often are cured through surgery, we still suggest attempting OTSC to treat a pouch fistula due to the easy manipulation and reduction of immediate operative intervention rates, and length of hospitalization\[[@B7],[@B8]\]. Even if the endoscopic closure failed, the salvage surgery would still be feasible.

ACKNOWLEDGMENTS
===============

We thank Zhi-Ming Wang and Yan-Qing Diao for helping with the endoscopic closure.

COMMENTS
========

Case characteristics
--------------------

This was a young man with severe ulcerative colitis who received ileal pouch-anal anastomosis (IPAA) and developed a fistula after surgery.

Clinical diagnosis
------------------

Intestinal fistula.

Differential diagnosis
----------------------

Leaks from the tip of the J-pouch, Anastomotic fistula, Crohn's disease, abscess.

Laboratory diagnosis
--------------------

The patient had a high blood white cell count and fever; thus, he was diagnosed with an intra-abdominal infection.

Imaging diagnosis
-----------------

Leaks from the tip of the J-pouch.

Pathological diagnosis
----------------------

He was cured with non-surgical treatment, and there was no pathological diagnosis.

Treatment
---------

Closed the fistula with the over-the-scope clip (OTSC) system.

Related reports
---------------

A J-pouch is the most common configuration of IPAA used currently. Risk factors for pouch-related sepsis complications include steroid use, a body mass index greater than 30, a patient older than 50 years, diagnosis of inflammatory bowel disease, and surgeon inexperience. Surgical approaches have always been used for pouch-related sepsis arising from pouch fistula.

Term explanation
----------------

Fistula is a pouch-related septic complication. There are 4 main pouch sources of fistula, including the appendage, pouch reservoir, inflow limb, and pouch-rectal anastomosis. Each can fistulize to different areas, including the abdominal wall, vagina, bladder, and other loops of the small bowel.

Experience and lessons
----------------------

This was a successful application of"
pubmed_central 1076,"  Indicator (/Possible Score)       MRSDAT Mean, SD,       Average of 24-h Recalls Mean, SD, Median (IQR) or *n* (%)   *t*-Test or Wilcoxon Signed-Rank Test Result   Slope of Bias   *p*-Value for Slope of Bias
  --------------------------------- ---------------------- ----------------------------------------------------------- ---------------------------------------------- --------------- -----------------------------
  Total DGI-CA score /90            58.37, +/−11.92        54.07, 12.32                                                4.30 (−0.05, 8.66) ^a^                         −0.05           0.83
  Total DGI-CA score /100           64.86, +/−13.25        60.08, 13.68                                                4.78 (−0.06, 9.63) ^a^                         −0.05           0.83
  Food groups                       median (IQR)                                                                                                                                      
  Vegetables (/10)                  5.08 (2.8, 9.95)       3.87 (1.57, 7.72)                                           −1.70, *p* = 0.09 ^b^                          −0.08           0.68
  Fruit (/10)                       10.00 (4.2, 10.00)     10.00 (0.13, 10.00)                                         −1.50, *p* = 0.14 ^b^                          −0.42           0.16
  Breads and Cereals (/5)           3.75 (0.94, 3.75)      2.52 (2.05, 3.79)                                           −0.25, *p* = 0.80 ^b^                          0.52            0.03 ^c^
  Meat (/10)                        10.00 (10.00, 10.00)   8.27 (4.93, 10.00)                                          −3.92, *p* \< 0.001 ^b,\ c^                    −0.79           \<0.001 ^c^
  Sugar sweetened beverages (/10)   10.00 (9.47, 10.00)    10.00 (10.00, 10.00)                                        −1.30, *p* = 0.19 ^b^                          0.23            0"
pubmed_central 1089,"             *ZNF423*               *BMP2*                *SMAD1*
  ---------- ---------------------- --------------------- ----------------------
  *ZNF423*   1.00000                0.10372; P = 0.1544   0.32793; P \< 0.0001
  *BMP2*     0.10372; P = 0.1544    1.00000               0.24840; P = 0.0005
  *SMAD1*    0.32793; P \< 0.0001   0.24840; P = 0.0005   1.00000

Spearman correlation between *ZNF423*, *BMP2*, and *SMAD1* expression in *n* = 190 B-ALL.

###### 

Expression of *ZNF423*, *BMP2*, and *SMAD1* transcripts in dependence on *ETV6-RUNX1* status

                      *ETV6-RUNX1* negative   *ETV6-RUNX1* positive   All          P-value
  ---------- -------- ----------------------- ----------------------- ------------ ---------
             *n*      118                     49                      167          
  *ZNF423*   Mean     9.25                    21.28                   12.78        0.0000
             Median   0.0--36.2               0.1--72.5               0.0--72.5    
             SD       7.714                   18.040                  12.893       
  *BMP2*     Mean     53.42                   70.38                   58.40        0.0017
             Median   0.1--299.2              3.0--272.6              0.1--299.2   
             SD       68.197                  57.352                  65.491       
  *SMAD1*    Mean     11.71                   56.82                   24.95        0.0000
             Median   0.0--82.0               0.6--402.3              .0.--402.3   
             SD       12.881                  75.978                  47.015       

Distribution analysis of *ZNF423*, *BMP2,* and *SMAD1* in *ETV6-RUNX1*-positive or -negative samples by *U* test. SD, standard deviation; p, P value.

Next, we addressed the"
pubmed_central 1102,"A total of twenty *Q*. *faginea* trees were randomly selected and harvested from two naturally regenerated and unmanaged stands (10 trees per stand) within the natural geographic distribution area of the species: one stand with 34--60 year old trees in the northeast of Portugal (site 1), near Macedo de Cavaleiros (41° 30′ N, 7° 01′ W; 554 m altitude); the other stand with 112--150 year old trees in the centre of Portugal (site 2), near Vimeiro (39° 29′ N, 9° 01′ W; 100 m altitude). The climate is of the Mediterranean type with Atlantic influence with a mean annual temperature of 12°C and 15°C, and annual precipitation of 700 mm and 890 mm at site 1 and site 2, respectively. Soils are classified as leptosols at site 1 and cambisols at site 2 \[[@pone.0179268.ref006]\]. The tree characteristics are summarised in [Table 1](#pone.0179268.t001){ref-type=""table""}.

10.1371/journal.pone.0179268.t001

###### Characteristics of the sampled *Quercus faginea*.

![](pone.0179268.t001){#pone.0179268.t001g}

                                                       Site 1           Site 2
  ---------------------------------------------------- ---------------- ---------------
  Tree height (m)                                      10.5 ± 0.7^a^    14.8 ± 2.3^b^
  Diameter (cm)[\*](#t001fn001){ref-type=""table-fn""}   20.9 ± 4.2^a^    26.7 ± 5.9^b^
  Tree age[\*](#t001fn001){ref-type=""table-fn""}        40 ± 8^a^        125 ± 11^b^
  Sapwood width (mm)                                   37.9 ± 15.5^a^   23.1± 5.8^b^
  Heartwood (% total area)                             37.1 ± 15.9^a^   73.1 ± 4.6^b^

\*Diameter (Including bark) measured at 1.3m of tree height and age based in ring counts at the stem base.

Mean of ten trees and standard deviation. Means with the same letter in one line are not significantly different.
"
pubmed_central 1115,"Analysis of protein expression and phosphorylation by Western blot {#s4_3}
------------------------------------------------------------------

Small pieces (\~2 mg of dry weight) were quickly frozen, pulverized in liquid nitrogen, extracted in lysis buffer (for composition see *Solutions and drugs*) and then sonicated for 5 s. Lysates were centrifuged at 10000 g for 15 min at 4°C to remove nuclei and intact cells and the protein concentration was measured. Protein extracts (30 μg) were heat-denatured at 95°C for 5 min with DTT, electrophoresed on 7.5% and 15% polyacrylamide-SDS gels and then transferred to nitrocellulose membranes. Membranes were blocked for 1 h at room temperature using 10% bovine serum albumin (BSA) and incubated overnight at 4°C with affinity-purified polyclonal antibodies against mTOR, phospho-mTOR (Ser2448), phospho-4E-BP1, phospho-p70 S6 kinase (Ser371 and Thr389) (Cat\#9862, Cell Signaling, Boston, MA, USA) and FKBP12 (\#PA1-026A, Thermo Scientific, MA, USA).

A mouse anti-actin antibody (A2066, Sigma-Aldrich) was used to control for protein loading and to normalize expression of proteins of interest. After washing, the membranes were incubated for 1 h at room temperature with anti-mouse (1:10000; Amersham Biosciences, Bucks, UK) or anti-rabbit (1:7000; Santa Cruz Biotechnology) IgG-horseradish peroxidase conjugated secondary antibodies.

Bands were visualized using the supersignal west pico chemiluminescent substrate (Pierce, Rockford, IL, USA), quantified using the software gel-pro analyzer (4.0, Media Cybernetics, Bethesda, MD, USA) and normalized to α-tubulin content. For comparison purposes between young and aged samples, all the α-tubulin-corrected values were normalized to the average of young samples of the same assay.

In mTOR phosphorylation assay, two similar gels were run and one membrane was incubated with the antibody against the total protein and the other with an antiphospho-protein of interest.

Solutions and drugs {#s4_4}
-------------------

Na^+^-HEPES solution (in mM): 10 HEPES, 140 NaCl, 4.7 KCl, 2 CaCl~2~, 2 MgCl~2~ and 10"
pubmed_central 1128,"###### 

Logistic regression analysis of the influential factors on levels of blood glucose.

![](cm9-133-786-g004)

Kaplan-Meier survival analysis for the association of PFS and OS with DM and elevated levels of blood glucose in lung cancer patients
-------------------------------------------------------------------------------------------------------------------------------------

Kaplan-Meier survival analysis showed that lung cancer patients with DM had increased PFS and OS compared with those without DM (log-rank, *P* \< 0.05, *P* \< 0.01); the median PFS in lung cancer patients with DM was 12.0 months (95% confidence interval \[CI\], 4.0--16.0) *vs.* 6.0 months in those without DM (95% CI, 5.8--6.3); and the median OS in lung cancer patients with DM was 37.0 months (95% CI, 29.0--46.6) *vs.* 12.0 months in those without DM (95% CI, 10.9--13.1). For the other two groups of patients without DM, there was a trend toward a shorter PFS and OS in patients with elevated blood glucose compared with those without elevated blood glucose \[Figure [1](#F1){ref-type=""fig""}\].

![Kaplan-Meier analysis of PFS (A) and OS (B) in lung cancer patients with DM during the follow-up (in red), without DM but with elevated levels of blood glucose during the follow-up (in green), and without DM as well as without elevated blood glucose during the follow-up (in blue). DM: Diabetes mellitus; OS: Overall survival; PFS: Progression-free survival.](cm9-133-786-g005){#F1}

Discussion
==========

In the present study, we found a significant survival benefit for lung cancer patients with DM. Kaplan-Meier survival analysis showed that lung cancer patients with DM had increased PFS and OS compared with those without DM, and the median PFS was 12.0 months in lung cancer patients with DM *vs.* 6.0 months in those without DM; the median OS was 37.0 months in lung cancer patients with DM *vs.* 12.0 months in those without DM. Our results were in agreement with those of the previous HUNT and PEG study,^\[[@R13]\]^ but the HUNT and PEG study only demonstrated increased OS in patients with lung cancer with DM compared with those without DM"
pubmed_central 1141,"Importance of promoter elements in the success of genetic transformation {#Sec7_20}
------------------------------------------------------------------------

Commonly, in genetic transformation procedure, after cloning the gene, general promoters such as 35 S are used. However, regarding the key role of promoter for proper function, a special attention should be paid to cloning and transformation of outstanding promoter as well as gene to obtain satisfactory result we suggest that in new transformation activities a. As example, ( \[[@CR9_20]\]) observed that seed-specific promoter is prerequisite for proper function of fatty acid desaturase genes in altering the unsaturated fatty acid content of oilseeds by genetic manipulation expression ( \[[@CR9_20]\]).

Up to now, the majority of researchers just considered individual gene to predict gene function. The approach employed in this research considering coexpressed gene with gene of interest and promoter analysis, as well as illustrating prosite structure can result in reveal valuable findings about protein function in different pathway. In particular, the unique regulatory elements (responding to different sorts of stresses) open a new avenue in genetic engineering trough manipulating of cis-acting regulatory elements on promoter region.

Conclusion {#Sec8_20}
==========

Here, for the first time, we demonstrated that promoter analysis of TLPs and OLPs can explain multiple roles of TLPs and OLPs in biotic and abiotic stresses. In addition, we showed that analysis of coexpressed genes with gene of interest analysis can provide valuable insight in dtertmination of diverse role of genes. In conclusion, our results revealed that, new computational tools such as coexpressed gene analysis, cis regulatory analysis and *in silico* protein analysis can identify the outstanding TLPs and OLPs homologue involving in response to biotic and abiotic stresses. Discovering the genes with dual resistance functions in biotic and abiotic stresses is a major advance in genetic transformation. Furthermore, the present methods can be efficiently employed in discovering the unknown function of genes.

Material and methods {#Sec9_20}
====================

Promoter analysis {#Sec10_20}
-----------------

Genome-wide collection of all genes encoding OLPs (acting against salt stress) (AT1G75800, AT2G28790, AT4G36010, ATOSM34 or AT4G11650.1, Os01g0839900) and TLPs (acting against fungal stress) (AT1G73620, AT1G77700, AT4G36010,"
pubmed_central 1154,"We report a case of methylphenidate-induced mania like symptoms and discuss the risk factors associated with development of stimulant associated adverse drug effect.

Case Report {#sec1-2}
===========

An 11-year-old girl, born of full-term pregnancy which was complicated by prolonged labor, who had delayed speech, impairment in domains of communication, self-care, work, academic, interpersonal and social skills since early childhood presented with a history characterized by difficulties with sustained attention, distraction, poor compliance with instruction, loosing things, jumping and hopping around, not waiting for her turn during play, and interrupting parents when they would be interacting, since the age of 4 years. These symptoms increased over the years and were thought to be more than the appropriate mental age and led to marked dysfunction in social and school functioning. At the age of 6 years, she was diagnosed as having ADHD, combined type (as per DSM-IV), with moderate mental retardation (intelligence quotient of 46) at a tertiary care center and the parents were advised to follow the behavioral measures. There was no family or personal history suggestive of head injury, epilepsy, psychosis, affective disorders or substance abuse.

At the index assessment at the age of 11 years, the child fulfilled the diagnosis of ADHD, combined type (as per DSM-IV), with moderate mental retardation. Her body weight was 26 kg and physical examination did not reveal any abnormality. On investigation, her magnetic resonance imaging of brain, electroencephalogram, hemogram, serum electrolytes, renal function and liver function tests were found to be within normal limits. In view of the marked psychosocial dysfunction and failure to respond to behavioral measures in the past, she was prescribed methylphenidate 10 mg/day, which she tolerated well. After 1 week, the dose of methylphenidate was increased to 15 mg/day in divided doses. However, on the 4^th^ day of increase in dose, she was found to be restless (more than the past) with constant fidgeting, started running around, shouting, screaming and would bite family members if any attempt was made to calm her down. She spoke loudly at faster pace, hummed tunes and demanded for various food items and toys. However, she was able to recognize the parents and was aware of place and there was no history of abnormal involuntary movements. Also, she did not sleep throughout the night. Next day she was brought to the psychiatry OPD in a state of extreme agitation, running all"
pubmed_central 1167,"Yellow solid 59.03%; mp 115--117 °C; IR (KBr, cm^−1^): 1693 (C=O), 1220 (C--N), 1150 (C--F); ^1^H NMR (500 MHz, CDCl~3~) *δ*: 3.42 (s, 4H, CH~2~NCH~2~), 3.98 (s, 2H,OCH~2~), 7.29 (t, 2H, J=9.0 Hz, ArH), 7.76--7.99 (m, 4H, ArH), 8.25 (d, 2H, ArH), 8.30 (s, 2H, Ar[CH=]{.ul}). ^13^C NMR (125 MHz, DMSO) *δ*: 54.43 (CH~2~NCH~2~), 62.27 (OCH~2~), 115.49, 115.64, 129.54, 130.72, 131.90, 132.11, 133.52, 134.35, 135.98 (PhCH=), 166.52 (CO), 186.72 (CO), 194.99 (COPh). Anal. Calcd. for C~27~H~20~FN~3~O~6~: C, 64.67; H, 4.02; N, 8.38; Found: C, 64.71; H, 4.08; N, 8.40.

### 4.1.6. 1-(2-(4-Methoxyphenyl)-2-oxoethyl)-3,5-bis(2-methylbenzylidene)piperidin-4-one (**4f**) {#s0070}

Pale yellow solid 70.00%; mp 118--120 °C; IR (KBr, cm^−1^): 1673 (C=O), 1257 (C--N); ^1^H NMR (500 MHz, CDCl~3~) *δ*: 2.35 (s, 6H, CH~3~), 3.84 (s, 3H, OCH~3~), 3.91 (s, 4H, CH~2~NCH~2~), 3.93 (s, 2H, OCH~2~), 6.86 (d, 2H, *J*=8.5 Hz, ArH), 7."
pubmed_central 1180,"Large-particle flow cytometry has also been applied to the screening and sorting of microencapsulated particles, cells, and organisms, such as fungal spores encapsulated in calcium alginate beads^[@CR18]^. A recent investigation that immobilised several species of coral propagules in an agarose gel found that survival of immobilised larvae was high, and that the encapsulation process did not significantly impede larval settlement after immobilisation^[@CR42]^. A work flow could be developed whereby the output from automated encapsulation feeds directly into a large-particle flow cytometer to measure and sort individually-encapsulated particles. Alternatively, the flow cytometer could be used to deposit larvae directly into an encapsulation medium for down-stream applications.

With an egg diameter of approximately 500 µm^[@CR43]^ and a larval length of \~ 750 µm, *Montipora capitata* propagules were well suited to the 1,000 µm fluidics and optics core assembly (FOCA) unit tested here. Coral propagules span a considerable size range, however, from \~ 80 µm for the small broadcast spawning *Lobactis scutaria* (syn. *Fungia scutaria*)^[@CR44]^ to the large \~ 1,500--2000 µm planula larvae released by some brooders, such as *Pocillopora* spp.^[@CR45]^ and *Favia* spp.^[@CR46]^. The instruments tested here can comfortably accommodate particles from 20 to 1,500 µm in diameter, across their range of flow-cell sizes (up to 2000 µm), and are thus compatible with the vast majority of broadcast spawning coral species, and many brooding species. Other marine organisms with adult or larval stages within this size range, such as zooplankton tested by Henzler et al.^[@CR17]^, would also be suitable for study with these instruments.

In this period of rapid ocean warming, large-scale and high-throughput methodologies are more important than ever, to advance basic and applied research into the early life-history stages of corals quickly and efficiently. We tested one such method, and conclude that gentle, large-particle flow cytometry can rapidly and efficiently sort live coral propagules based on spectral properties and size. Further development of this technique offers rapid characterisation and quantification of both wild-caught and laboratory-cultured coral propagules.

Methods {#Sec7}
=======

C"
pubmed_central 1193,"INTRODUCTION {#sec1-1}
============

One of the main consequences of brain injury is coma. Coma is defined as a state of impaired consciousness that the patient is unresponsiveness so that cannot response to the environment stimulations and cannot be aroused.\[[@ref1]\] Today, the amount of brain injury in the world has increased rapidly, so that each year about two million people are suffering from brain damage in the United States.\[[@ref2]\] One of the most common complications resulting from impacts to the head is intracranial hematoma, which is depending on the position divided into epidural, subdural and intracerebral hematomas. In the study of traumatic coma data bank (TCDB), 58% of all of the patients who underwent hematoma discharge and 21% of all of the patients who had severe head trauma suffering subdural hematoma and the most common cause of acute subdural hematoma is accidents.\[[@ref3]\] In this type of hematoma as blood accumulates in the subdural space, however, pressure on the brain increases and subsequently causing acute neurological disorders. Intracranial hematoma, including subdural hematoma, can be associated with life-threatening complications such as coma.\[[@ref4]\] Comatose persons may stay in coma for long periods and when they come out of coma they will face with motor and cognitive impairments.\[[@ref5]\] In addition to these dysfunctions, another threatening complication in comatose patients which is gained less attention is sensory deprivation.\[[@ref6]\] Staying in environments with limited exposure to sensory stimuli, such as intensive care units (ICU), increases the risk of sensory deprivation in patients and have some effects like perceptual, cognitive and emotional impairments on patients.\[[@ref7][@ref8]\] One of the steps that can be done to prevent sensory deprivation in comatose patients is using the sensory stimulation through sensory stimulation programs. Sensory stimulation programs for comatose patients through stimulating the reticular activating system and increasing the level of cognitive functioning stimulate the brain and cause the patients come out of coma as soon as possible and achieve to optimal performance levels.\[[@ref6]\] Onset of sensory stimulation on the first 72 hours after brain injury has a great importance in saving the patient\'s life, improving quality of life, and prognosis of the disease.\[[@ref9]\] In this regard Hyunsoon and Whasook (2003) wrote: To facilitate the healing process and prevent the sensory deprivation in comatose patients with traumatic brain injury using the organized sensory stimulation programs in the early stages after brain injury"
pubmed_central 1206,"We compared standard TURP, TUVRP, and holmium laser resection/enucleation of the prostate. This study replicated the results of the previous study and revealed the excellent hemostatic property of the holmium laser with less perioperative morbidity. However, the laser surgery requires special equipment and is associated with a learning curve.\[[@CIT4]\]

We also studied the role of TUVRP in prostates weighing more than 70 grams and found that any size prostate can be easily resected with minimal morbidity. TUVRP provides fast resectability of the prostate adenoma with good homeostasis and a short hospital stay.\[[@CIT5]\]

Various groups have reported other alternatives such as HOLEP for surgical management of a large volume prostate.\[[@CIT6]--[@CIT11]\] HOLEP requires surgical expertise and special equipment, which is available only in a few centers worldwide. With the use of bipolar energy and saline for irrigation, the size of the prostate gland is no longer a limitation for TURP. Other advantages of bipolar TURP are less bleeding, short catheter time, and shorter hospital stay. Bipolar TURP is a safe and effective procedure associated with fewer side effects and could result in the procedure being more attractive for high-risk patients, as well as for training purposes.\[[@CIT12]\]

The cost and availability of the equipment is an important factor in developing countries. The initial cost of laser machines is high and the cost of fiber is added in every case. In the case of laser enucleation, bare fibers can be reused but in vaporization procedures, one or sometimes more than one fiber is required. Apart from this, there is a high maintenance cost and additional hazards associated with laser machines. In comparison, TURP equipment is easily available, cheap with minimum maintenance cost, and is available with every urologist as basic equipment.

It is important that a surgical procedure should be durable and not require repeat procedures for the same disease. The long-term outcomes of TURP are good. Patients who undergo laser vaporization may require repeat procedure/TURP during follow-up. Vavassori reported a re-intervention rate of 2.7% for residual adenoma whereas Elzayat and Elhilali reported a re-treatment rate of 8% in their series.\[[@CIT11][@CIT13]\] The large variety of lasers and techniques of laser prostatectomy shows that none is perfect so far. There is a steep learning curve for laser prostatectomy and this"
